PT_ID,SCHOOL,ZONE,CLUSTER,GROUP_ID,latitude,longitude,LEVEL,ENROLMENT,2023_OSO,OSO_pct,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,special,mothertongue1_code,mothertongue2_code,mothertongue3_code,HMSP_Tier,HMSP_Score
89,XINMIN PRIMARY SCHOOL,NORTH,N1,8,1.3714019,103.8831786,PRIMARY,1355,219,0.161623616,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
90,XINMIN SECONDARY SCHOOL,NORTH,N1,8,1.3725582,103.8829282,SECONDARY,1294,122,0.094281298,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,D,0.285714286
91,AHMAD IBRAHIM PRIMARY SCHOOL,NORTH,N2,9,1.4338487,103.8327098,PRIMARY,1172,197,0.168088737,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.166666667
92,CHONGFU SCHOOL,NORTH,N2,9,1.4387276,103.8392901,PRIMARY,1855,231,0.124528302,YISHUN,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,B,0.75
93,CHUNG CHENG HIGH (YISHUN) SCHOOL,NORTH,N2,9,1.41910045,103.8372873,SECONDARY,1151,141,0.122502172,YISHUN,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.125
94,ENDEAVOUR PRIMARY SCHOOL,NORTH,N2,9,1.45442995,103.8175792,PRIMARY,1381,166,0.120202752,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
95,JIEMIN PRIMARY SCHOOL,NORTH,N2,9,1.427356086,103.8304094,PRIMARY,1290,208,0.16124031,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
96,NAVAL BASE SECONDARY SCHOOL,NORTH,N2,9,1.4192307,103.8309876,SECONDARY,1094,185,0.169104205,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.625
97,NORTHLAND PRIMARY SCHOOL,NORTH,N2,9,1.4212034,103.840584,PRIMARY,1444,182,0.126038781,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.714285714
98,NORTHLAND SECONDARY SCHOOL,NORTH,N2,9,1.43571045,103.8407195,SECONDARY,920,147,0.159782609,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,B,0.875
99,NORTHOAKS PRIMARY SCHOOL,NORTH,N2,9,1.4569506,103.8135393,PRIMARY,824,98,0.118932039,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
100,SINGAPORE CHINESE GIRLS' SCHOOL (PRI),NORTH,N2,9,1.32107125,103.8275742,PRIMARY,1177,68,0.057774002,NOVENA,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.272727273
101,SINGAPORE CHINESE GIRLS' SCHOOL (SEC),NORTH,N2,9,1.32107125,103.8275742,SECONDARY,1082,69,0.063770795,NOVENA,NORTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Yes,Chinese,Malay,Tamil,D,0.272727273
102,XISHAN PRIMARY SCHOOL,NORTH,N2,9,1.43343,103.8377866,PRIMARY,1327,185,0.139412208,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
103,YISHUN SECONDARY SCHOOL,NORTH,N2,9,1.42793975,103.8290283,SECONDARY,1158,163,0.140759931,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
104,YISHUN TOWN SECONDARY SCHOOL,NORTH,N2,9,1.43266455,103.8378851,SECONDARY,1188,132,0.111111111,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,E,0
105,ANCHOR GREEN PRIMARY SCHOOL,NORTH,N3,10,1.3903798,103.8873538,PRIMARY,1461,188,0.128678987,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.125
106,ANDERSON SECONDARY SCHOOL,NORTH,N3,10,1.37541705,103.8517227,SECONDARY,1074,104,0.096834264,ANG MO KIO,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Yes,Chinese,Malay,Tamil,A,1
107,CATHOLIC HIGH SCHOOL (PRI),NORTH,N3,10,1.35481825,103.8450016,PRIMARY,2762,255,0.092324403,BISHAN,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,Yes,Yes,Yes,Chinese,na,na,B,0.8
108,CATHOLIC HIGH SCHOOL (SEC),NORTH,N3,10,1.35481825,103.8450016,SECONDARY,2762,255,0.092324403,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,No,Chinese,Malay,Tamil,C,0.545454545
109,COMPASSVALE PRIMARY SCHOOL,NORTH,N3,10,1.39418,103.897901,PRIMARY,1427,128,0.089698669,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
110,COMPASSVALE SECONDARY SCHOOL,NORTH,N3,10,1.39675715,103.9001974,SECONDARY,1272,175,0.137578616,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
111,EDGEFIELD PRIMARY SCHOOL,NORTH,N3,10,1.40035115,103.907493,PRIMARY,1440,176,0.122222222,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.285714286
112,EDGEFIELD SECONDARY SCHOOL,NORTH,N3,10,1.40019645,103.9023095,SECONDARY,1271,137,0.107789142,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.222222222
113,FERNVALE PRIMARY SCHOOL,NORTH,N3,10,1.38997975,103.8740776,PRIMARY,1535,177,0.115309446,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
114,HOUGANG PRIMARY SCHOOL,NORTH,N3,10,1.3783581,103.881072,PRIMARY,1292,101,0.078173375,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
115,HOUGANG SECONDARY SCHOOL,NORTH,N3,10,1.37776255,103.8824589,SECONDARY,1126,174,0.154529307,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.125
116,PEI HWA SECONDARY SCHOOL,NORTH,N3,10,1.39075955,103.878184,SECONDARY,1296,121,0.093364198,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
117,SERANGOON SECONDARY SCHOOL,NORTH,N3,10,1.3749592,103.9020458,SECONDARY,1237,172,0.139046079,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
118,YIO CHU KANG PRIMARY SCHOOL,NORTH,N3,10,1.37791475,103.8854613,PRIMARY,1183,199,0.168216399,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.166666667
119,GREENDALE PRIMARY SCHOOL,NORTH,N4,11,1.3961911,103.9126887,PRIMARY,1383,184,0.133044107,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.111111111
120,GREENDALE SECONDARY SCHOOL,NORTH,N4,11,1.397582,103.9115751,SECONDARY,1260,143,0.113492063,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
121,HORIZON PRIMARY SCHOOL,NORTH,N4,11,1.3999704,103.9130699,PRIMARY,1572,167,0.106234097,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.125
122,MARIS STELLA HIGH SCHOOL (PRI),NORTH,N4,11,1.34201595,103.8782516,PRIMARY,2899,269,0.092790617,TOA PAYOH,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,No,Yes,Chinese,na,na,E,0.142857143
123,MARIS STELLA HIGH SCHOOL (SEC),NORTH,N4,11,1.3411,103.8777,SECONDARY,2899,269,0.092790617,TOA PAYOH,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,No,Yes,Chinese,na,na,C,0.555555556
124,MEE TOH SCHOOL,NORTH,N4,11,1.394834,103.9086538,PRIMARY,1920,206,0.107291667,PUNGGOL,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.7
125,MONTFORT JUNIOR SCHOOL,NORTH,N4,11,1.37465235,103.8895368,PRIMARY,786,106,0.134860051,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
126,MONTFORT SECONDARY SCHOOL,NORTH,N4,11,1.37383325,103.8887952,SECONDARY,1217,173,0.142152835,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.222222222
127,NAN CHIAU HIGH SCHOOL,NORTH,N4,11,1.3894693,103.8900833,SECONDARY,1198,103,0.085976628,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,Yes,No,No,No,Yes,Chinese,na,na,D,0.375
128,NAN CHIAU PRIMARY SCHOOL,NORTH,N4,11,1.39202675,103.8910424,PRIMARY,1874,181,0.096584845,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.222222222
129,NORTH SPRING PRIMARY SCHOOL,NORTH,N4,11,1.3876014,103.9037892,PRIMARY,1334,139,0.104197901,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
130,PUNGGOL SECONDARY SCHOOL,NORTH,N4,11,1.40239815,103.9091468,SECONDARY,1300,147,0.113076923,PUNGGOL,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.272727273
131,ADMIRALTY PRIMARY SCHOOL,NORTH,N5,12,1.4429414,103.8003451,PRIMARY,1279,143,0.111806099,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
132,EVERGREEN PRIMARY SCHOOL,NORTH,N5,12,1.44383025,103.7947361,PRIMARY,1253,185,0.14764565,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.555555556
133,EVERGREEN SECONDARY SCHOOL,NORTH,N5,12,1.44173915,103.7940238,SECONDARY,1132,167,0.147526502,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
134,GREENWOOD PRIMARY SCHOOL,NORTH,N5,12,1.4399652,103.8047573,PRIMARY,1415,190,0.134275618,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
135,MARSILING PRIMARY SCHOOL,NORTH,N5,12,1.43412565,103.77337,PRIMARY,1085,157,0.144700461,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
136,MARSILING SECONDARY SCHOOL,NORTH,N5,12,1.43731895,103.7759431,SECONDARY,729,140,0.192043896,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.6
137,QIHUA PRIMARY SCHOOL,NORTH,N5,12,1.4420502,103.7883337,PRIMARY,1240,193,0.155645161,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
138,RIVERSIDE SECONDARY SCHOOL,NORTH,N5,12,1.44098195,103.7881434,SECONDARY,1186,182,0.153456998,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
139,SPECTRA SECONDARY SCHOOL,NORTH,N5,12,1.43640725,103.8042836,SECONDARY,825,174,0.210909091,WOODLANDS,NORTH,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
140,WOODGROVE PRIMARY SCHOOL,NORTH,N5,12,1.4331096,103.790305,PRIMARY,1122,152,0.135472371,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.125
141,WOODLANDS RING PRIMARY SCHOOL,NORTH,N5,12,1.43466535,103.7978405,PRIMARY,1414,173,0.122347949,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
142,WOODLANDS SECONDARY SCHOOL,NORTH,N5,12,1.4396213,103.7743813,SECONDARY,788,144,0.182741117,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
143,AHMAD IBRAHIM SECONDARY SCHOOL,NORTH,N6,13,1.436779147,103.8291673,SECONDARY,1151,144,0.125108601,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
144,ANDERSON PRIMARY SCHOOL,NORTH,N6,13,1.384309214,103.8414261,PRIMARY,1325,159,0.12,ANG MO KIO,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
145,CANBERRA SECONDARY SCHOOL,NORTH,N6,13,1.45372065,103.8141799,SECONDARY,1052,149,0.141634981,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.111111111
146,CHIJ ST. NICHOLAS GIRLS' SCHOOL (PRI),NORTH,N6,13,1.37344905,103.8340777,PRIMARY,2657,185,0.069627399,ANG MO KIO,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Yes,Chinese,na,na,D,0.307692308
147,CHIJ ST. NICHOLAS GIRLS' SCHOOL (SEC),NORTH,N6,13,1.37344905,103.8340777,SECONDARY,2657,185,0.069627399,ANG MO KIO,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Yes,Chinese,na,na,D,0.307692308
148,HUAMIN PRIMARY SCHOOL,NORTH,N6,13,1.4268563,103.8442636,PRIMARY,1533,205,0.133724723,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
149,NAVAL BASE PRIMARY SCHOOL,NORTH,N6,13,1.41654665,103.8384703,PRIMARY,1589,287,0.18061674,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
150,NORTH VIEW PRIMARY SCHOOL,NORTH,N6,13,1.42787341,103.8483452,PRIMARY,1360,194,0.142647059,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
151,NORTHBROOKS SECONDARY SCHOOL,NORTH,N6,13,1.4212669,103.8447792,SECONDARY,1061,178,0.167766258,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
152,ORCHID PARK SECONDARY SCHOOL,NORTH,N6,13,1.41577935,103.8380948,SECONDARY,1070,156,0.145794393,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.222222222
153,PEIYING PRIMARY SCHOOL,NORTH,N6,13,1.41777415,103.8303764,PRIMARY,1267,171,0.134964483,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0
154,SEMBAWANG PRIMARY SCHOOL,NORTH,N6,13,1.44526675,103.8209149,PRIMARY,1238,153,0.12358643,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.714285714
155,SEMBAWANG SECONDARY SCHOOL,NORTH,N6,13,1.44565285,103.8166628,SECONDARY,874,169,0.193363844,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
156,YISHUN PRIMARY SCHOOL,NORTH,N6,13,1.4335987,103.8338869,PRIMARY,1215,144,0.118518519,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
157,ADMIRALTY SECONDARY SCHOOL,NORTH,N7,14,1.44591185,103.8029081,SECONDARY,1090,179,0.164220183,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,A,1
158,CANBERRA PRIMARY SCHOOL,NORTH,N7,14,1.45086265,103.8155806,PRIMARY,1399,180,0.128663331,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.285714286
159,CHRIST CHURCH SECONDARY SCHOOL,NORTH,N7,14,1.426656,103.7931512,SECONDARY,1110,146,0.131531532,WOODLANDS,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.444444444
160,FUCHUN PRIMARY SCHOOL,NORTH,N7,14,1.43072155,103.7782371,PRIMARY,1174,227,0.193356048,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
161,FUCHUN SECONDARY SCHOOL,NORTH,N7,14,1.4302889,103.7772694,SECONDARY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,0.5
162,INNOVA PRIMARY SCHOOL,NORTH,N7,14,1.4291943,103.79074490000001,PRIMARY,1107,162,0.146341463,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
163,RIVERSIDE PRIMARY SCHOOL,NORTH,N7,14,1.4472779,103.8018321,PRIMARY,1291,161,0.124709527,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.4
164,SI LING PRIMARY SCHOOL,NORTH,N7,14,1.43275475,103.7857624,PRIMARY,777,123,0.158301158,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
165,WELLINGTON PRIMARY SCHOOL,NORTH,N7,14,1.4521303,103.8224227,PRIMARY,1453,198,0.136269787,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
166,WOODGROVE SECONDARY SCHOOL,NORTH,N7,14,1.42833185,103.7965492,SECONDARY,1065,172,0.161502347,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.625
167,WOODLANDS PRIMARY SCHOOL,NORTH,N7,14,1.43669555,103.7916902,PRIMARY,1294,151,0.116692427,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
168,WOODLANDS RING SECONDARY SCHOOL,NORTH,N7,14,1.436023,103.8004353,SECONDARY,1019,148,0.145240432,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.25
169,ANG MO KIO PRIMARY SCHOOL,SOUTH,S1,15,1.368953,103.8393687,PRIMARY,1102,171,0.155172414,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
170,ANG MO KIO SECONDARY SCHOOL,SOUTH,S1,15,1.3676706,103.842545,SECONDARY,1069,112,0.104770814,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.375
171,CHIJ OUR LADY OF THE NATIVITY,SOUTH,S1,15,1.37311065,103.8976899,PRIMARY,1443,131,0.090783091,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
172,HOLY INNOCENTS' HIGH SCHOOL,SOUTH,S1,15,1.3716598,103.8957436,SECONDARY,1281,151,0.117876659,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.571428571
173,HOLY INNOCENTS' PRIMARY SCHOOL,SOUTH,S1,15,1.36708755,103.8938822,PRIMARY,1638,153,0.093406593,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Yes,Chinese,na,na,D,0.375
174,JING SHAN PRIMARY SCHOOL,SOUTH,S1,15,1.37216635,103.8520081,PRIMARY,954,117,0.122641509,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.333333333
175,MAYFLOWER PRIMARY SCHOOL,SOUTH,S1,15,1.37631785,103.8355619,PRIMARY,1135,119,0.104845815,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.5
176,MAYFLOWER SECONDARY SCHOOL,SOUTH,S1,15,1.36906525,103.8357708,SECONDARY,853,98,0.114888628,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,D,0.428571429
177,PRESBYTERIAN HIGH SCHOOL,SOUTH,S1,15,1.3832006,103.8428599,SECONDARY,1063,131,0.123236124,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,C,0.666666667
178,PUNGGOL PRIMARY SCHOOL,SOUTH,S1,15,1.37813115,103.8947545,PRIMARY,1235,166,0.134412955,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.142857143
179,SERANGOON GARDEN SECONDARY SCHOOL,SOUTH,S1,15,1.3696622,103.8689838,SECONDARY,1158,209,0.180483592,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,No,Chinese,Malay,Tamil,E,0.111111111
